Price,ID,Eye Colour,Fur,Pattern,Eye Shape,Accent Color,Highlight Color,Mouth,Base Color,Wild Element,Likes,Cooldown,gen
0.005,403935,sizzurp,ragamuffin,totesbasic,thicccbrowz,granitegrey,swampgreen,gerbil,cottoncandy,,1,Snappy Cooldown ,4
0.005,316335,topaz,sphynx,totesbasic,thicccbrowz,kittencream,scarlet,saycheese,orangesoda,,1,Plodding Cooldown ,16
0.005,391039,sizzurp,ragamuffin,jaguar,googly,granitegrey,royalpurple,happygokitty,greymatter,,1,Brisk Cooldown ,12
0.005,118050,sizzurp,munchkin,totesbasic,thicccbrowz,kittencream,chocolate,tongue,salmon,,1,Plodding Cooldown ,14
0.005,1154848,dahlia,mekong,spock,wonky,frosting,coffee,wuvme,bananacream,,0,Swift Cooldown ,4
0.005,484264,sapphire,sphynx,amur,crazy,sandalwood,barkbrown,saycheese,cottoncandy,,1,Plodding Cooldown ,11
0.005,80487,strawberry,ragamuffin,totesbasic,raisedbrow,kittencream,lemonade,pouty,orangesoda,,1,Plodding Cooldown ,13
0.005,446315,topaz,ragamuffin,calicool,googly,kittencream,royalpurple,happygokitty,aquamarine,,1,Slow Cooldown ,19
0.005,281963,sizzurp,munchkin,luckystripe,raisedbrow,kittencream,chocolate,soserious,greymatter,,0,Slow Cooldown ,17
0.005,177226,topaz,mainecoon,luckystripe,crazy,emeraldgreen,royalpurple,happygokitty,greymatter,,0,Sluggish Cooldown ,21
0.005,121878,sizzurp,sphynx,totesbasic,raisedbrow,bloodred,swampgreen,pouty,greymatter,,0,Plodding Cooldown ,11
0.005,322114,chestnut,himalayan,luckystripe,simple,kittencream,royalpurple,happygokitty,salmon,,0,Snappy Cooldown ,9
0.005,429953,sizzurp,munchkin,totesbasic,crazy,kittencream,swampgreen,soserious,oldlace,,0,Snappy Cooldown ,9
0.005,430871,gold,cymric,luckystripe,raisedbrow,granitegrey,chocolate,saycheese,cottoncandy,,0,Snappy Cooldown ,8
0.005,291331,topaz,cymric,totesbasic,simple,emeraldgreen,swampgreen,whixtensions,mauveover,,0,Snappy Cooldown ,6
0.005,857872,cyan,ragdoll,leopard,wonky,purplehaze,royalpurple,ruhroh,greymatter,,0,Brisk Cooldown ,10
0.005,387110,strawberry,sphynx,tigerpunk,crazy,peach,chocolate,beard,salmon,,1,Brisk Cooldown ,10
0.005,222265,mintgreen,laperm,totesbasic,simple,granitegrey,coffee,soserious,salmon,,0,Sluggish Cooldown ,24
0.005,385311,strawberry,sphynx,totesbasic,thicccbrowz,sandalwood,violet,saycheese,mauveover,,1,Swift Cooldown ,5
0.005,328967,chestnut,cymric,totesbasic,simple,granitegrey,swampgreen,soserious,orangesoda,,0,Plodding Cooldown ,17
0.005,356558,sizzurp,himalayan,spock,raisedbrow,kittencream,chocolate,happygokitty,oldlace,,1,Plodding Cooldown ,15
0.005,205194,bubblegum,ragamuffin,spock,crazy,granitegrey,swampgreen,tongue,shadowgrey,,0,Brisk Cooldown ,8
0.005,108660,strawberry,sphynx,spock,crazy,granitegrey,swampgreen,pouty,salmon,,0,Brisk Cooldown ,9
0.005,114500,mintgreen,himalayan,luckystripe,simple,bloodred,coffee,happygokitty,orangesoda,,0,Brisk Cooldown ,10
0.005,1189125,pinefresh,laperm,totesbasic,raisedbrow,purplehaze,chocolate,grim,orangesoda,,0,Snappy Cooldown ,6
0.005,123827,strawberry,sphynx,luckystripe,googly,emeraldgreen,swampgreen,whixtensions,salmon,,3,Catatonic Cooldown ,3
0.005,390923,sizzurp,cymric,luckystripe,googly,granitegrey,royalpurple,gerbil,greymatter,,0,Snappy Cooldown ,6
0.005,173949,topaz,ragamuffin,totesbasic,crazy,peach,barkbrown,whixtensions,salmon,,0,Plodding Cooldown ,14
0.005,316028,topaz,ragdoll,totesbasic,googly,emeraldgreen,royalpurple,saycheese,cottoncandy,,2,Brisk Cooldown ,9
0.005,378524,topaz,cymric,jaguar,googly,kittencream,chocolate,saycheese,salmon,,2,Plodding Cooldown ,11
0.005,171761,topaz,himalayan,luckystripe,crazy,granitegrey,barkbrown,soserious,mauveover,,0,Sluggish Cooldown ,6
0.005,357787,gold,himalayan,calicool,crazy,kittencream,royalpurple,pouty,mauveover,,0,Plodding Cooldown ,13
0.005,270554,gold,mainecoon,jaguar,googly,emeraldgreen,violet,pouty,salmon,,3,Sluggish Cooldown ,10
0.005,352123,sizzurp,munchkin,luckystripe,crazy,kittencream,scarlet,whixtensions,mauveover,,0,Swift Cooldown ,4
0.005,196277,sizzurp,himalayan,luckystripe,googly,granitegrey,royalpurple,pouty,cloudwhite,,0,Brisk Cooldown ,6
0.005,218916,gold,ragamuffin,totesbasic,thicccbrowz,granitegrey,swampgreen,happygokitty,salmon,,0,Snappy Cooldown ,4
0.005,462272,gold,chartreux,amur,crazy,belleblue,royalpurple,pouty,orangesoda,,0,Snappy Cooldown ,8
0.005,238467,sizzurp,cymric,tigerpunk,crazy,kittencream,scarlet,soserious,mauveover,,0,Plodding Cooldown ,9
0.005,1314022,sapphire,ragdoll,spangled,thicccbrowz,kalahari,scarlet,impish,bananacream,,0,Brisk Cooldown ,2
0.005,373515,topaz,ragdoll,totesbasic,simple,belleblue,swampgreen,pouty,cottoncandy,,1,Snappy Cooldown ,7
0.005,219655,sizzurp,sphynx,jaguar,crazy,granitegrey,coffee,tongue,aquamarine,,0,Slow Cooldown ,7
0.005,1068582,parakeet,fox,rorschach,wonky,icy,swampgreen,happygokitty,bananacream,,0,Swift Cooldown ,5
0.005,987993,olive,selkirk,ganado,caffeine,belleblue,coffee,whixtensions,harbourfog,,0,Brisk Cooldown ,10
0.005,189233,sizzurp,ragamuffin,luckystripe,raisedbrow,kittencream,swampgreen,soserious,greymatter,,1,Slow Cooldown ,20
0.005,131960,gold,ragamuffin,totesbasic,crazy,emeraldgreen,scarlet,pouty,salmon,,1,Sluggish Cooldown ,12
0.005,439968,sizzurp,ragdoll,amur,crazy,belleblue,lemonade,pouty,shadowgrey,,0,Snappy Cooldown ,6
0.005,293981,bubblegum,cymric,totesbasic,raisedbrow,kittencream,skyblue,pouty,orangesoda,,1,Sluggish Cooldown ,14
0.005,385814,strawberry,munchkin,luckystripe,crazy,kittencream,swampgreen,pouty,salmon,,1,Brisk Cooldown ,8
0.005,401679,mintgreen,sphynx,calicool,crazy,peach,coffee,happygokitty,cottoncandy,,1,Snappy Cooldown ,6
0.005,301319,sizzurp,himalayan,luckystripe,simple,granitegrey,swampgreen,tongue,aquamarine,,0,Brisk Cooldown ,12
0.005,289974,topaz,himalayan,totesbasic,thicccbrowz,kittencream,scarlet,gerbil,mauveover,,0,Snappy Cooldown ,7
0.005,81741,gold,sphynx,totesbasic,crazy,granitegrey,swampgreen,pouty,salmon,,0,Plodding Cooldown ,8
0.005,159374,sizzurp,sphynx,totesbasic,crazy,emeraldgreen,royalpurple,saycheese,mauveover,,0,Sluggish Cooldown ,4
0.005,443370,chestnut,himalayan,calicool,simple,emeraldgreen,lemonade,dali,shadowgrey,,1,Snappy Cooldown ,7
0.005,382444,topaz,munchkin,luckystripe,crazy,sandalwood,scarlet,happygokitty,aquamarine,,1,Brisk Cooldown ,3
0.005,139609,mintgreen,munchkin,totesbasic,thicccbrowz,emeraldgreen,coffee,saycheese,greymatter,,1,Plodding Cooldown ,6
0.005,396493,gold,cymric,luckystripe,googly,granitegrey,lemonade,pouty,salmon,,1,Brisk Cooldown ,11
0.005,391492,sizzurp,himalayan,luckystripe,crazy,granitegrey,royalpurple,pouty,greymatter,,1,Snappy Cooldown ,8
0.005,189224,sizzurp,munchkin,totesbasic,raisedbrow,granitegrey,swampgreen,tongue,orangesoda,,1,Slow Cooldown ,16
0.005,404883,topaz,munchkin,tigerpunk,thicccbrowz,emeraldgreen,coffee,pouty,oldlace,,3,Brisk Cooldown ,8
0.005,157372,mintgreen,himalayan,totesbasic,thicccbrowz,emeraldgreen,chocolate,beard,greymatter,,0,Snappy Cooldown ,9
0.005,192933,mintgreen,sphynx,totesbasic,thicccbrowz,kittencream,royalpurple,saycheese,shadowgrey,,1,Brisk Cooldown ,13
0.005,413165,chestnut,munchkin,calicool,crazy,kittencream,lemonade,pouty,aquamarine,,0,Slow Cooldown ,21
0.005,328940,topaz,sphynx,calicool,googly,granitegrey,barkbrown,happygokitty,aquamarine,,1,Brisk Cooldown ,9
0.005,1028211,cyan,selkirk,tiger,slyboots,bloodred,skyblue,pouty,cloudwhite,,0,Swift Cooldown ,4
0.005,180716,mintgreen,ragamuffin,totesbasic,crazy,granitegrey,swampgreen,saycheese,mauveover,,0,Plodding Cooldown ,5
0.005,303823,strawberry,sphynx,totesbasic,thicccbrowz,kittencream,lemonade,whixtensions,aquamarine,,0,Snappy Cooldown ,6
0.005,487725,topaz,laperm,luckystripe,thicccbrowz,granitegrey,lemonade,tongue,greymatter,,1,Slow Cooldown ,21
0.005,361751,limegreen,ragamuffin,totesbasic,thicccbrowz,granitegrey,royalpurple,pouty,greymatter,,0,Brisk Cooldown ,10
0.005,202040,mintgreen,sphynx,totesbasic,simple,peach,royalpurple,saycheese,greymatter,,0,Brisk Cooldown ,7
0.005,388309,gold,cymric,luckystripe,crazy,kittencream,swampgreen,soserious,orangesoda,,0,Brisk Cooldown ,10
0.005,349526,gold,sphynx,totesbasic,googly,granitegrey,swampgreen,pouty,salmon,,0,Snappy Cooldown ,5
0.005,395590,mintgreen,ragamuffin,tigerpunk,crazy,peach,coffee,tongue,orangesoda,,0,Snappy Cooldown ,8
0.005,289996,sizzurp,sphynx,luckystripe,simple,granitegrey,lemonade,happygokitty,cloudwhite,,1,Brisk Cooldown ,8
0.005,438090,gold,munchkin,spock,otaku,granitegrey,chocolate,gerbil,greymatter,,1,Snappy Cooldown ,8
0.005,188718,mintgreen,munchkin,totesbasic,crazy,granitegrey,swampgreen,soserious,mauveover,,0,Snappy Cooldown ,4
0.005,314880,limegreen,cymric,luckystripe,thicccbrowz,bloodred,scarlet,beard,orangesoda,,1,Plodding Cooldown ,8
0.005,1103545,coralsunrise,laperm,calicool,simple,sandalwood,barkbrown,soserious,greymatter,,0,Swift Cooldown ,3
0.005,1131055,parakeet,selkirk,vigilante,swarley,frosting,barkbrown,wuvme,cottoncandy,,0,Snappy Cooldown ,6
0.005,233627,mintgreen,chartreux,totesbasic,crazy,kittencream,chocolate,soserious,aquamarine,,1,Brisk Cooldown ,12
0.005,492394,mintgreen,selkirk,spangled,slyboots,icy,barkbrown,grim,cottoncandy,,0,Swift Cooldown ,3
0.005,363955,sizzurp,laperm,jaguar,raisedbrow,granitegrey,lemonade,saycheese,salmon,,0,Plodding Cooldown ,14
0.005,412533,gold,sphynx,luckystripe,crazy,peach,coffee,whixtensions,salmon,,0,Plodding Cooldown ,4
0.005,330563,mintgreen,chartreux,totesbasic,thicccbrowz,granitegrey,royalpurple,gerbil,shadowgrey,,1,Snappy Cooldown ,6
0.005,244085,topaz,munchkin,spock,thicccbrowz,granitegrey,coffee,happygokitty,aquamarine,,0,Brisk Cooldown ,4
0.005,56749,mintgreen,munchkin,totesbasic,simple,granitegrey,chocolate,pouty,salmon,,0,Catatonic Cooldown ,21
0.005,337383,sizzurp,munchkin,calicool,simple,belleblue,scarlet,beard,mauveover,,0,Plodding Cooldown ,14
0.005,430365,topaz,himalayan,luckystripe,googly,kittencream,lemonade,soserious,aquamarine,,1,Plodding Cooldown ,14
0.005,308941,topaz,munchkin,luckystripe,raisedbrow,peach,chocolate,happygokitty,cottoncandy,,1,Slow Cooldown ,8
0.005,169477,strawberry,himalayan,totesbasic,raisedbrow,granitegrey,lemonade,beard,aquamarine,,0,Brisk Cooldown ,13
0.005,556487,thundergrey,sphynx,henna,slyboots,sandalwood,wolfgrey,happygokitty,cottoncandy,,0,Snappy Cooldown ,9
0.005,381099,sizzurp,ragamuffin,luckystripe,raisedbrow,kittencream,royalpurple,happygokitty,shadowgrey,,1,Snappy Cooldown ,9
0.005,353378,strawberry,munchkin,luckystripe,googly,granitegrey,royalpurple,tongue,mauveover,,1,Snappy Cooldown ,8
0.005,1181813,doridnudibranch,bobtail,spock,chameleon,bloodred,scarlet,happygokitty,hyacinth,,0,Snappy Cooldown ,8
0.005,329812,topaz,munchkin,totesbasic,crazy,bloodred,cerulian,beard,mauveover,,0,Slow Cooldown ,19
0.005,326707,sizzurp,himalayan,jaguar,simple,granitegrey,swampgreen,pouty,salmon,,1,Slow Cooldown ,19
0.005,221570,topaz,sphynx,totesbasic,crazy,emeraldgreen,barkbrown,saycheese,orangesoda,,1,Snappy Cooldown ,7
0.005,646352,chestnut,laperm,tiger,wonky,morningglory,lilac,soserious,mauveover,,0,Brisk Cooldown ,13
0.005,162286,bubblegum,munchkin,spock,thicccbrowz,kittencream,coffee,happygokitty,aquamarine,,0,Brisk Cooldown ,7
0.005,197502,strawberry,sphynx,totesbasic,thicccbrowz,kittencream,coffee,pouty,aquamarine,,0,Snappy Cooldown ,8
0.005,250834,sizzurp,munchkin,totesbasic,simple,granitegrey,coffee,soserious,orangesoda,,0,Brisk Cooldown ,8
0.005,369050,gold,ragamuffin,luckystripe,googly,bloodred,coffee,soserious,greymatter,,0,Plodding Cooldown ,12
0.005,1389949,sapphire,ragdoll,rascal,stunned,shale,butterscotch,wuvme,cinderella,,0,Plodding Cooldown ,14
0.005,429578,bubblegum,sphynx,amur,googly,kittencream,coffee,saycheese,mauveover,,0,Snappy Cooldown ,7
0.005,565791,mintgreen,ragamuffin,totesbasic,crazy,morningglory,royalpurple,cheeky,hintomint,,1,Plodding Cooldown ,8
0.005,91263,sizzurp,sphynx,totesbasic,crazy,emeraldgreen,lemonade,dali,salmon,,2,Plodding Cooldown ,7
0.005,1294341,doridnudibranch,ragdoll,rascal,slyboots,icy,butterscotch,pouty,cottoncandy,,0,Swift Cooldown ,4
0.005,388693,topaz,himalayan,totesbasic,crazy,belleblue,royalpurple,gerbil,shadowgrey,,1,Snappy Cooldown ,6
0.005,208815,strawberry,himalayan,totesbasic,thicccbrowz,granitegrey,lemonade,saycheese,shadowgrey,,0,Brisk Cooldown ,11
0.005,390777,mintgreen,cymric,spock,simple,belleblue,barkbrown,happygokitty,salmon,,1,Brisk Cooldown ,11
0.005,134761,mintgreen,himalayan,totesbasic,thicccbrowz,kittencream,barkbrown,saycheese,orangesoda,,0,Plodding Cooldown ,14
0.005,268059,mintgreen,munchkin,luckystripe,crazy,kittencream,chocolate,happygokitty,greymatter,,0,Sluggish Cooldown ,21
0.005,438176,limegreen,cymric,totesbasic,simple,sandalwood,swampgreen,gerbil,salmon,,1,Snappy Cooldown ,6
0.005,306654,strawberry,himalayan,totesbasic,raisedbrow,granitegrey,royalpurple,pouty,aquamarine,,1,Brisk Cooldown ,11
0.005,640897,mintgreen,bobtail,spock,otaku,morningglory,lemonade,gerbil,cottoncandy,,0,Snappy Cooldown ,9
0.005,530868,mintgreen,cymric,amur,slyboots,emeraldgreen,chocolate,pouty,salmon,,1,Snappy Cooldown ,6
0.005,389837,mintgreen,ragamuffin,totesbasic,simple,granitegrey,chocolate,pouty,aquamarine,,0,Plodding Cooldown ,14
0.005,161133,strawberry,ragamuffin,luckystripe,thicccbrowz,peach,lemonade,pouty,greymatter,,0,Brisk Cooldown ,10
0.005,285983,limegreen,sphynx,spock,thicccbrowz,granitegrey,coffee,saycheese,orangesoda,,0,Snappy Cooldown ,6
0.005,415231,sizzurp,ragdoll,totesbasic,googly,granitegrey,chocolate,saycheese,cottoncandy,,1,Swift Cooldown ,4
0.005,411273,topaz,sphynx,totesbasic,simple,granitegrey,coffee,pouty,cottoncandy,,0,Swift Cooldown ,3
0.005,178133,sizzurp,sphynx,totesbasic,crazy,granitegrey,chocolate,soserious,aquamarine,,0,Plodding Cooldown ,14
0.005,392040,mintgreen,laperm,totesbasic,thicccbrowz,granitegrey,swampgreen,whixtensions,aquamarine,,1,Snappy Cooldown ,6
0.005,282086,strawberry,cymric,luckystripe,raisedbrow,granitegrey,royalpurple,soserious,greymatter,,0,Plodding Cooldown ,6
0.005,290437,gold,himalayan,spock,thicccbrowz,emeraldgreen,swampgreen,soserious,cottoncandy,,0,Brisk Cooldown ,10
0.005,421805,strawberry,himalayan,luckystripe,crazy,granitegrey,royalpurple,gerbil,shadowgrey,,1,Snappy Cooldown ,7
0.005,453759,strawberry,sphynx,spock,raisedbrow,kittencream,coffee,saycheese,shadowgrey,,1,Brisk Cooldown ,10
0.005,268398,limegreen,sphynx,totesbasic,thicccbrowz,bloodred,chocolate,saycheese,salmon,,0,Brisk Cooldown ,9
0.005,338893,topaz,himalayan,totesbasic,thicccbrowz,kittencream,scarlet,pouty,greymatter,,2,Swift Cooldown ,4
0.005,410574,sizzurp,himalayan,spock,simple,granitegrey,swampgreen,saycheese,shadowgrey,,5,Snappy Cooldown ,9
0.005,153527,topaz,himalayan,totesbasic,thicccbrowz,kittencream,swampgreen,pouty,shadowgrey,,0,Plodding Cooldown ,8
0.005,213812,sizzurp,sphynx,totesbasic,crazy,granitegrey,barkbrown,saycheese,mauveover,,0,Plodding Cooldown ,4
0.005,67281,chestnut,ragamuffin,totesbasic,crazy,kittencream,royalpurple,happygokitty,greymatter,,0,Sluggish Cooldown ,13
0.005,475093,chestnut,munchkin,amur,simple,sandalwood,chocolate,pouty,cottoncandy,,1,Swift Cooldown ,5
0.005,207268,mintgreen,munchkin,tigerpunk,googly,granitegrey,royalpurple,happygokitty,greymatter,,0,Snappy Cooldown ,7
0.005,453594,gold,cymric,luckystripe,raisedbrow,kittencream,barkbrown,beard,salmon,,0,Brisk Cooldown ,9
0.005,352317,topaz,himalayan,luckystripe,simple,granitegrey,skyblue,saycheese,orangesoda,,0,Sluggish Cooldown ,21
0.005,480055,gold,himalayan,tigerpunk,googly,granitegrey,scarlet,dali,oldlace,,7,Brisk Cooldown ,7
0.005,374311,strawberry,ragdoll,totesbasic,crazy,granitegrey,coffee,pouty,shadowgrey,,0,Sluggish Cooldown ,23
0.005,379678,mintgreen,ragamuffin,totesbasic,simple,kittencream,chocolate,whixtensions,mauveover,,0,Slow Cooldown ,21
0.005,342215,mintgreen,sphynx,totesbasic,crazy,emeraldgreen,violet,soserious,aquamarine,,0,Snappy Cooldown ,8
0.005,538009,topaz,cymric,luckystripe,thicccbrowz,granitegrey,chocolate,saycheese,mauveover,,1,Snappy Cooldown ,6
0.005,278136,strawberry,sphynx,luckystripe,thicccbrowz,emeraldgreen,lemonade,beard,shadowgrey,,0,Slow Cooldown ,14
0.005,96440,topaz,munchkin,totesbasic,raisedbrow,kittencream,lemonade,soserious,orangesoda,,2,Slow Cooldown ,17
0.005,479639,strawberry,munchkin,totesbasic,googly,kittencream,lemonade,saycheese,aquamarine,,2,Plodding Cooldown ,17
0.005,102645,topaz,himalayan,tigerpunk,thicccbrowz,granitegrey,lemonade,happygokitty,greymatter,,1,Sluggish Cooldown ,20
0.005,107045,mintgreen,ragamuffin,totesbasic,raisedbrow,granitegrey,lemonade,saycheese,salmon,,0,Slow Cooldown ,18
0.005,287456,mintgreen,laperm,luckystripe,raisedbrow,granitegrey,scarlet,soserious,orangesoda,,0,Slow Cooldown ,18
0.005,424096,sizzurp,ragdoll,totesbasic,crazy,kittencream,coffee,soserious,greymatter,,1,Brisk Cooldown ,12
0.005,252397,topaz,cymric,calicool,crazy,granitegrey,lemonade,happygokitty,shadowgrey,,0,Slow Cooldown ,12
0.005,531341,thundergrey,ragdoll,camo,slyboots,azaleablush,coffee,pouty,cottoncandy,,2,Swift Cooldown ,3
0.005,447402,mintgreen,himalayan,amur,crazy,emeraldgreen,barkbrown,happygokitty,cottoncandy,,1,Brisk Cooldown ,10
0.005,457854,chestnut,himalayan,totesbasic,thicccbrowz,peach,coffee,tongue,mauveover,,0,Slow Cooldown ,19
0.005,403176,sizzurp,cymric,totesbasic,crazy,kittencream,coffee,happygokitty,greymatter,,1,Snappy Cooldown ,9
0.005,388657,sizzurp,cymric,totesbasic,crazy,kittencream,swampgreen,soserious,salmon,,1,Plodding Cooldown ,15
0.005,336126,strawberry,sphynx,luckystripe,thicccbrowz,granitegrey,barkbrown,saycheese,greymatter,,0,Snappy Cooldown ,5
0.005,190695,mintgreen,munchkin,spock,thicccbrowz,granitegrey,chocolate,beard,cloudwhite,,0,Plodding Cooldown ,12
0.005,181367,chestnut,munchkin,totesbasic,crazy,granitegrey,skyblue,saycheese,aquamarine,,0,Brisk Cooldown ,11
0.005,578792,mintgreen,laperm,spock,thicccbrowz,emeraldgreen,royalpurple,soserious,mauveover,,4,Brisk Cooldown ,10
0.005,279896,mintgreen,munchkin,totesbasic,googly,kittencream,violet,gerbil,oldlace,,3,Sluggish Cooldown ,6
0.005,703076,coralsunrise,sphynx,amur,thicccbrowz,daffodil,egyptiankohl,saycheese,cottoncandy,,0,Swift Cooldown ,4
0.005,433540,chestnut,himalayan,luckystripe,crazy,granitegrey,violet,whixtensions,cottoncandy,,1,Snappy Cooldown ,8
0.005,128772,topaz,ragamuffin,luckystripe,simple,kittencream,barkbrown,pouty,salmon,,0,Slow Cooldown ,17
0.005,345431,strawberry,cymric,calicool,thicccbrowz,granitegrey,coffee,pouty,shadowgrey,,1,Brisk Cooldown ,6
0.005,236904,topaz,munchkin,calicool,thicccbrowz,granitegrey,skyblue,pouty,aquamarine,,1,Plodding Cooldown ,14
0.005,411866,gold,ragamuffin,totesbasic,googly,granitegrey,chocolate,pouty,greymatter,,0,Snappy Cooldown ,9
0.005,221028,sizzurp,cymric,spock,thicccbrowz,bloodred,chocolate,saycheese,oldlace,,1,Brisk Cooldown ,10
0.005,1400416,gold,munchkin,amur,slyboots,frosting,scarlet,dali,brownies,,0,Snappy Cooldown ,5
0.005,323515,sizzurp,cymric,totesbasic,googly,kittencream,royalpurple,gerbil,cottoncandy,,2,Snappy Cooldown ,6
0.005,396437,chestnut,ragamuffin,totesbasic,simple,granitegrey,coffee,happygokitty,greymatter,,1,Plodding Cooldown ,15
0.005,570338,chestnut,sphynx,luckystripe,sass,granitegrey,lemonade,beard,mauveover,,0,Brisk Cooldown ,10
0.005,1337096,chestnut,selkirk,arcreactor,simple,belleblue,skyblue,confuzzled,shadowgrey,,0,Brisk Cooldown ,10
0.005,285059,sizzurp,himalayan,spock,simple,kittencream,swampgreen,happygokitty,shadowgrey,,1,Brisk Cooldown ,10
0.005,289735,limegreen,cymric,luckystripe,raisedbrow,granitegrey,swampgreen,soserious,orangesoda,,1,Snappy Cooldown ,7
0.005,363470,topaz,cymric,totesbasic,raisedbrow,peach,chocolate,soserious,shadowgrey,,1,Plodding Cooldown ,17
0.005,320256,strawberry,munchkin,totesbasic,crazy,kittencream,scarlet,beard,orangesoda,,0,Slow Cooldown ,12
0.005,514328,sapphire,himalayan,tigerpunk,thicccbrowz,emeraldgreen,coffee,tongue,mauveover,,0,Plodding Cooldown ,10
0.005,667626,topaz,savannah,totesbasic,simple,purplehaze,swampgreen,saycheese,shadowgrey,,0,Swift Cooldown ,4
0.005,278260,gold,cymric,luckystripe,crazy,bloodred,chocolate,saycheese,orangesoda,,0,Plodding Cooldown ,13
0.005,316542,mintgreen,persian,totesbasic,thicccbrowz,bloodred,lemonade,happygokitty,cottoncandy,,0,Slow Cooldown ,16
0.005,576390,strawberry,munchkin,totesbasic,googly,kittencream,royalpurple,soserious,oldlace,,1,Snappy Cooldown ,9
0.005,430024,topaz,sphynx,totesbasic,crazy,emeraldgreen,scarlet,happygokitty,cottoncandy,,0,Brisk Cooldown ,13
0.005,187965,chestnut,himalayan,luckystripe,otaku,emeraldgreen,chocolate,soserious,cloudwhite,,0,Plodding Cooldown ,16
0.005,203752,chestnut,cymric,totesbasic,thicccbrowz,bloodred,skyblue,pouty,mauveover,,0,Slow Cooldown ,12
0.005,318283,sizzurp,sphynx,spock,googly,peach,lemonade,pouty,shadowgrey,,0,Brisk Cooldown ,11
0.005,231483,strawberry,ragamuffin,totesbasic,raisedbrow,peach,chocolate,pouty,shadowgrey,,0,Snappy Cooldown ,9
0.005,274598,sizzurp,sphynx,totesbasic,googly,bloodred,royalpurple,soserious,cottoncandy,,0,Sluggish Cooldown ,3
0.005,231691,sizzurp,cymric,totesbasic,simple,granitegrey,skyblue,happygokitty,salmon,,0,Plodding Cooldown ,16
0.005,136614,topaz,ragamuffin,luckystripe,crazy,granitegrey,chocolate,beard,shadowgrey,,0,Slow Cooldown ,21
0.005,548946,sapphire,sphynx,calicool,slyboots,bloodred,wolfgrey,grim,greymatter,,0,Plodding Cooldown ,14
0.005,188104,topaz,sphynx,totesbasic,thicccbrowz,kittencream,coffee,pouty,greymatter,,2,Swift Cooldown ,5
0.005,248440,chestnut,ragamuffin,spock,raisedbrow,bloodred,coffee,pouty,mauveover,,1,Brisk Cooldown ,10
0.005,417434,bubblegum,persian,calicool,thicccbrowz,sandalwood,swampgreen,gerbil,orangesoda,,1,Brisk Cooldown ,8
0.005,183812,chestnut,laperm,luckystripe,simple,granitegrey,swampgreen,soserious,salmon,,1,Brisk Cooldown ,6
0.005,336173,sizzurp,munchkin,totesbasic,googly,granitegrey,royalpurple,gerbil,oldlace,,2,Snappy Cooldown ,9
0.005,386114,strawberry,cymric,jaguar,otaku,emeraldgreen,coffee,gerbil,oldlace,,0,Plodding Cooldown ,16
0.005,174593,strawberry,laperm,luckystripe,raisedbrow,granitegrey,lemonade,soserious,mauveover,,0,Plodding Cooldown ,12
0.005,475398,sizzurp,sphynx,amur,thicccbrowz,peach,lemonade,soserious,shadowgrey,,0,Swift Cooldown ,5
0.005,1398843,doridnudibranch,mekong,spangled,simple,sandalwood,lemonade,soserious,cottoncandy,,0,Swift Cooldown ,3
0.005,263134,strawberry,munchkin,luckystripe,thicccbrowz,bloodred,swampgreen,tongue,mauveover,,0,Plodding Cooldown ,8
0.005,174324,chestnut,himalayan,luckystripe,raisedbrow,granitegrey,royalpurple,pouty,shadowgrey,,0,Plodding Cooldown ,13
0.005,138331,mintgreen,munchkin,spock,raisedbrow,granitegrey,lemonade,saycheese,shadowgrey,,0,Sluggish Cooldown ,19
0.005,380731,limegreen,cymric,spock,crazy,kittencream,swampgreen,whixtensions,aquamarine,,1,Slow Cooldown ,19
0.005,458841,gold,chartreux,spock,simple,bloodred,royalpurple,pouty,greymatter,,0,Plodding Cooldown ,6
0.005,330900,chestnut,laperm,tigerpunk,thicccbrowz,kittencream,swampgreen,soserious,orangesoda,,0,Plodding Cooldown ,17
0.005,519868,limegreen,sphynx,totesbasic,thicccbrowz,granitegrey,coffee,saycheese,mauveover,,1,Snappy Cooldown ,6
0.005,311261,topaz,sphynx,luckystripe,googly,granitegrey,barkbrown,saycheese,orangesoda,,0,Brisk Cooldown ,6
0.005,1345765,topaz,selkirk,amur,wiley,sully,springcrocus,beard,koala,,0,Brisk Cooldown ,11
0.005,553576,thundergrey,selkirk,luckystripe,stunned,belleblue,scarlet,pouty,salmon,,1,Snappy Cooldown ,6
0.005,816285,strawberry,savannah,luckystripe,caffeine,sandalwood,garnet,whixtensions,cinderella,,0,Brisk Cooldown ,10
0.005,1290667,doridnudibranch,manul,camo,wiley,purplehaze,egyptiankohl,wuvme,cinderella,,0,Swift Cooldown ,2
0.005,384723,gold,munchkin,totesbasic,googly,granitegrey,royalpurple,pouty,shadowgrey,,1,Snappy Cooldown ,6
0.005,1298565,sapphire,selkirk,spangled,slyboots,azaleablush,royalpurple,pouty,nachocheez,,0,Swift Cooldown ,2
0.005,423102,strawberry,himalayan,spock,crazy,granitegrey,violet,saycheese,aquamarine,,0,Swift Cooldown ,5
0.005,370448,strawberry,munchkin,totesbasic,crazy,emeraldgreen,royalpurple,gerbil,orangesoda,,0,Brisk Cooldown ,5
0.005,281998,strawberry,cymric,totesbasic,thicccbrowz,granitegrey,royalpurple,soserious,greymatter,,0,Brisk Cooldown ,11
